STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
071560,99999, 20111227,   38.2,24,   36.2,24, 1036.5,24, 1026.8,24,   1.5,24,   3.4,24,   6.0,  11.1,   46.0 ,  34.9 , 0.00G,999.9, 100000,
071560,99999, 20111228,   39.8,24,   36.3,24, 1028.5,24, 1018.8,24,   6.8,24,   6.6,24,   8.9,  18.1,   46.8*,  33.3 , 0.00G,999.9, 010000,
071560,99999, 20111229,   44.0,24,   36.0,24, 1026.8,24, 1017.2,24,  12.2,24,   8.5,24,  13.0,  26.0,   47.7*,  40.6 , 0.00G,999.9, 010000,
071560,99999, 20111230,   45.9,24,   38.9,24, 1019.9,24, 1010.4,24,   9.7,24,   6.7,24,  14.0,  26.0,   48.4 ,  43.7 , 0.18G,999.9, 010000,
071560,99999, 20111231,   53.3,24,   49.8,24, 1015.7,24, 1006.4,24,   9.8,24,   7.0,24,   8.9,  22.0,   55.2 ,  43.5 , 0.24G,999.9, 010000,
071560,99999, 20120101,   55.2,24,   50.8,24, 1013.2,24, 1004.0,24,  10.3,24,   9.8,24,  15.9,  31.1,   57.7 ,  52.9*, 0.03G,999.9, 010000,
071560,99999, 20120102,   47.0,24,   39.7,24, 1014.5,24, 1005.1,24,  11.8,24,   8.1,24,  13.0,  26.0,   55.9 ,  40.6*, 0.31G,999.9, 010000,
071560,99999, 20120103,   48.6,24,   42.6,24, 1015.9,24, 1006.5,24,  11.8,24,  10.7,24,  19.0,  40.0,   54.3 ,  39.4 , 0.02G,999.9, 010000,
071560,99999, 20120104,   47.2,24,   36.8,24, 1021.7,24, 1012.2,24,  12.2,24,   8.6,24,  15.0,  27.0,   54.3 ,  43.7 , 0.07G,999.9, 000000,
071560,99999, 20120105,   50.1,24,   39.7,24, 1009.5,24, 1000.2,24,  11.1,24,  13.8,24,  20.0,  42.0,   56.1 ,  47.1 , 0.00G,999.9, 010000,
071560,99999, 20120106,   44.7,24,   33.6,24, 1025.3,24, 1015.8,24,  12.4,24,   7.1,24,   9.9,  29.9,   50.4 ,  41.4*, 0.08G,999.9, 000000,
071560,99999, 20120107,   48.9,24,   41.3,24, 1024.9,24, 1015.5,24,  12.1,24,   7.2,24,  11.1,  28.9,   53.6 ,  41.2 , 0.00G,999.9, 010000,
071560,99999, 20120108,   47.5,24,   37.3,24, 1027.8,24, 1018.3,24,  12.4,24,   5.4,24,   7.0,  15.0,   49.8 ,  46.4 , 0.01G,999.9, 000000,
071560,99999, 20120109,   49.6,24,   41.7,24, 1032.4,24, 1022.9,24,  11.7,24,   4.3,24,   6.0,  13.0,   54.0 ,  46.4 , 0.00G,999.9, 010000,
071560,99999, 20120110,   50.4,24,   44.0,24, 1035.5,24, 1026.0,24,  10.6,24,   3.4,24,   6.0,  11.1,   52.2 ,  48.0 , 0.00G,999.9, 000000,
071560,99999, 20120111,   49.7,24,   37.9,24, 1035.6,24, 1026.1,24,  12.4,24,   2.4,24,   4.1,   8.0,   52.5 ,  45.5*, 0.00G,999.9, 000000,
071560,99999, 20120112,   47.2,24,   38.3,24, 1031.1,24, 1021.5,24,  11.8,24,   4.5,24,   8.0,  15.9,   52.3 ,  39.9 , 0.00G,999.9, 000000,
071560,99999, 20120113,   45.5,24,   37.9,24, 1030.9,24, 1021.3,24,  11.6,24,   4.9,24,   8.0,  13.0,   50.5 ,  40.5*, 0.00G,999.9, 000000,
071560,99999, 20120114,   39.0,24,   28.0,24, 1028.8,24, 1019.1,24,  11.9,24,   6.1,24,   8.0,  17.1,   43.5 ,  35.8 , 0.00G,999.9, 000000,
071560,99999, 20120115,   37.2,24,   26.5,24, 1023.0,24, 1013.3,24,  12.2,24,   6.1,24,   8.9,  15.9,   43.3 ,  32.7 , 0.00G,999.9, 000000,
071560,99999, 20120116,   36.3,24,   21.4,24, 1023.6,24, 1013.9,24,  12.4,24,   6.2,24,   8.0,  17.1,   41.4 ,  32.2 , 0.00G,999.9, 000000,
071560,99999, 20120117,   34.7,24,   23.1,24, 1029.9,24, 1020.1,24,   9.3,24,   3.1,24,   5.1,   9.9,   41.4 ,  28.8 , 0.00G,999.9, 000000,
071560,99999, 20120118,   39.5,24,   34.8,24, 1030.9,24, 1021.3,24,   3.9,24,   5.8,24,   9.9,  21.0,   45.7*,  31.1 , 0.00G,999.9, 010000,
071560,99999, 20120119,   51.6,24,   46.4,24, 1024.9,24, 1015.5,24,  10.3,24,   8.9,24,  13.0,  28.9,   55.9 ,  42.4 , 0.00G,999.9, 010000,
071560,99999, 20120120,   47.6,24,   39.6,24, 1023.2,24, 1013.8,24,  11.8,24,   7.7,24,  11.1,  25.1,   53.4 ,  45.1 , 0.04G,999.9, 010000,
071560,99999, 20120121,   51.6,24,   44.9,24, 1017.8,24, 1008.5,24,  11.3,24,   9.6,24,  13.0,  33.0,   55.6 ,  48.4 , 0.02G,999.9, 010000,
071560,99999, 20120122,   49.3,24,   39.4,24, 1018.3,24, 1008.9,24,  12.2,24,   7.7,24,  11.1,  25.1,   52.7 ,  46.8 , 0.02G,999.9, 010000,
071560,99999, 20120123,   46.0,24,   38.5,24, 1020.6,24, 1011.1,24,  10.3,24,   4.7,24,   6.0,  17.1,   50.9 ,  42.8 , 0.00G,999.9, 010000,
071560,99999, 20120124,   43.7,20,   38.9,20, 1021.9,20, 1012.3,20,   8.0,20,   3.7,20,   6.0,  15.0,   46.4 ,  41.4 , 0.03G,999.9, 010000,
071560,99999, 20120125,   50.0,24,   46.9,24, 1018.6,24, 1009.3,24,   7.2,24,   2.9,24,   5.1,  11.1,   52.5 ,  42.3 , 0.19G,999.9, 010000,
071560,99999, 20120126,   46.3,24,   41.5,24, 1015.6,24, 1006.2,24,   9.9,24,   5.2,24,   8.9,  17.1,   50.2 ,  41.5*, 0.04G,999.9, 010000,
071560,99999, 20120127,   42.5,24,   34.2,24, 1023.3,24, 1013.7,24,  12.1,24,   3.9,24,   8.0,  15.9,   50.9 ,  36.7 , 0.02G,999.9, 000000,
071560,99999, 20120128,   40.4,24,   34.8,24, 1025.8,24, 1016.1,24,  11.4,24,   4.6,24,   7.0,  12.0,   44.4 ,  38.8 , 0.09G,999.9, 010000,
071560,99999, 20120129,   36.1,24,   29.0,24, 1028.5,24, 1018.7,24,   5.3,24,   7.5,24,  11.1,  18.1,   40.6 ,  32.7*, 0.02G,999.9, 000000,
071560,99999, 20120130,   32.9,24,   24.1,24, 1025.7,24, 1015.9,24,   4.9,24,   3.4,24,   8.0,  13.0,   34.3 ,  32.0 , 0.00G,999.9, 000000,
071560,99999, 20120131,   32.4,24,   23.2,24, 1023.3,24, 1013.5,24,   4.9,24,   6.4,24,   9.9,  21.0,   34.9 ,  29.7 , 0.00G,999.9, 000000,
071560,99999, 20120201,   27.6,24,   16.2,24, 1025.6,24, 1015.7,24,   6.2,24,   9.8,24,  13.0,  27.0,   33.8 ,  24.6 , 0.00G,999.9, 000000,
071560,99999, 20120202,   23.8,24,    5.7,24, 1028.8,24, 1018.8,24,  12.4,24,  11.7,24,  15.0,  28.9,   29.7 ,  19.4 , 0.00G,999.9, 000000,
071560,99999, 20120203,   23.9,24,    6.4,24, 1035.7,24, 1025.6,24,  11.8,24,   8.4,24,  13.0,  24.1,   30.2*,  16.7 , 0.00G,999.9, 001000,
071560,99999, 20120204,   24.8,24,   10.7,24, 1037.3,24, 1027.2,24,  11.8,24,   4.1,24,   6.0,  12.0,   30.4 ,  20.7 , 0.00G,999.9, 000000,
071560,99999, 20120205,   23.6,24,    8.6,24, 1030.4,24, 1020.4,24,  10.5,24,   5.0,24,   8.9,  18.1,   27.1 ,  20.5 , 0.00G,999.9, 001000,
071560,99999, 20120206,   28.3,24,    8.8,24, 1033.5,24, 1023.5,24,  10.7,24,   3.0,24,   6.0,   9.9,   32.2 ,  23.4 , 0.00G,999.9, 000000,
071560,99999, 20120207,   23.4,24,    4.4,24, 1035.9,24, 1025.8,24,  10.3,24,   8.8,24,  14.0,  27.0,   29.5 ,  19.8 , 0.00G,999.9, 001000,
071560,99999, 20120208,   24.2,24,   14.4,24, 1035.8,24, 1025.8,24,   6.8,24,   8.9,24,  12.0,  26.0,   28.8 ,  19.6 , 0.00G,999.9, 001000,
071560,99999, 20120209,   27.4,24,   16.7,24, 1037.0,24, 1027.0,24,   5.2,24,   6.2,24,  11.1,  20.0,   34.9 ,  21.9 , 0.00G,999.9, 000000,
071560,99999, 20120210,   28.0,24,   15.3,24, 1036.0,24, 1026.1,24,   8.6,24,   7.5,24,   8.9,  19.0,   33.3 ,  24.1 , 0.00G,999.9, 000000,
071560,99999, 20120211,   25.4,24,    9.2,24, 1033.2,24, 1023.1,24,   8.9,24,   8.3,24,  12.0,  21.0,   32.4 ,  20.3 , 0.00G,999.9, 000000,
071560,99999, 20120212,   26.6,24,   13.5,24, 1033.2,24, 1023.2,24,   5.7,24,   5.5,24,   8.0,  13.0,   33.4 ,  19.0 , 0.00G,999.9, 000000,
071560,99999, 20120213,   37.1,24,   32.3,24, 1026.4,24, 1016.7,24,   5.9,24,   4.6,24,   7.0,  18.1,   41.0 ,  30.9 , 0.00G,999.9, 010000,
071560,99999, 20120214,   41.3,24,   34.6,24, 1021.8,24, 1012.2,24,  11.1,24,   8.2,24,  11.1,  22.9,   44.8 ,  38.3 , 0.02G,999.9, 010000,
071560,99999, 20120215,   44.4,24,   37.0,24, 1023.8,24, 1014.2,24,  10.7,24,   8.0,24,  13.0,  32.1,   48.7 ,  40.5 , 0.01G,999.9, 010000,
071560,99999, 20120216,   45.1,24,   37.6,24, 1028.1,24, 1018.6,24,  10.6,24,   5.1,24,   8.9,  22.0,   46.9 ,  43.7 , 0.01G,999.9, 000000,
071560,99999, 20120217,   45.2,24,   39.3,24, 1026.8,24, 1017.2,24,   9.3,24,   4.3,24,   6.0,  13.0,   48.4 ,  41.4 , 0.00G,999.9, 010000,
071560,99999, 20120218,   47.9,24,   43.0,24, 1018.7,24, 1009.3,24,   8.6,24,   5.1,24,   8.9,  19.0,   51.8 ,  45.9 , 0.00G,999.9, 010000,
071560,99999, 20120219,   41.1,24,   27.7,24, 1024.2,24, 1014.6,24,  12.4,24,   8.0,24,  12.0,  28.9,   48.6 ,  36.1*, 0.13G,999.9, 010000,
071560,99999, 20120220,   38.0,24,   22.8,24, 1034.7,24, 1025.0,24,  12.2,24,   3.0,24,   4.1,   8.9,   45.5 ,  32.5 , 0.00G,999.9, 000000,
071560,99999, 20120221,   39.3,24,   25.7,24, 1033.6,24, 1023.8,24,  12.0,24,   2.8,24,   5.1,   9.9,   49.5 ,  31.1 , 0.00G,999.9, 000000,
071560,99999, 20120222,   40.6,24,   27.5,24, 1030.9,24, 1021.2,24,  10.2,24,   3.9,24,   7.0,  14.0,   49.8 ,  30.4 , 0.00G,999.9, 000000,
071560,99999, 20120223,   49.1,24,   43.8,24, 1027.4,24, 1017.9,24,   7.7,24,   4.2,24,   6.0,  14.0,   54.7 ,  43.0 , 0.01G,999.9, 010000,
071560,99999, 20120224,   52.0,24,   46.6,24, 1029.7,24, 1020.3,24,   7.9,24,   4.3,24,   7.0,  11.1,   57.4 ,  48.0 , 0.01G,999.9, 000000,
071560,99999, 20120225,   49.8,24,   45.3,24, 1027.3,24, 1017.9,24,   5.3,24,   4.9,24,   8.9,  17.1,   54.7 ,  47.3*, 0.00G,999.9, 010000,
071560,99999, 20120226,   47.1,24,   36.6,24, 1028.3,24, 1018.8,24,   8.9,24,   3.6,24,   8.0,  15.0,   53.2 ,  43.7 , 0.01G,999.9, 000000,
071560,99999, 20120227,   46.7,24,   37.2,24, 1028.0,24, 1018.5,24,   6.8,24,   3.1,24,   7.0,  13.0,   55.6 ,  38.7 , 0.00G,999.9, 000000,
071560,99999, 20120228,   50.5,24,   42.5,24, 1026.5,24, 1017.1,24,  11.5,24,   2.7,24,   4.1,   9.9,   54.1 ,  46.4 , 0.00G,999.9, 000000,
071560,99999, 20120229,   51.2,24,   43.6,24, 1025.4,24, 1016.0,24,   5.7,24,   3.3,24,   6.0,  11.1,   59.0 ,  44.6 , 0.00G,999.9, 000000,
071560,99999, 20120301,   49.5,24,   45.2,24, 1024.9,24, 1015.5,24,   3.4,24,   4.0,24,   6.0,  12.0,   54.3 ,  46.4 , 0.00G,999.9, 000000,
071560,99999, 20120302,   49.9,24,   44.5,24, 1024.4,24, 1015.0,24,   4.0,24,   3.4,24,   5.1,  11.1,   52.5 ,  47.5 , 0.00G,999.9, 000000,
071560,99999, 20120303,   47.6,24,   42.6,24, 1023.7,24, 1014.3,24,   4.7,24,   4.4,24,   8.0,  14.0,   51.4 ,  43.5 , 0.00G,999.9, 010000,
071560,99999, 20120304,   47.0,24,   41.5,24, 1019.1,24, 1009.7,24,   8.0,24,   7.5,24,  15.0,  28.0,   52.7 ,  42.1*, 0.01G,999.9, 010000,
071560,99999, 20120305,   43.4,24,   31.0,24, 1021.7,24, 1012.2,24,  12.2,24,   9.5,24,  15.0,  31.1,   48.2 ,  38.8 , 0.14G,999.9, 010000,
071560,99999, 20120306,   41.7,24,   34.9,24, 1024.4,24, 1014.8,24,  10.6,24,   4.7,24,   8.9,  22.0,   45.7 ,  39.0*, 0.03G,999.9, 010000,
071560,99999, 20120307,   41.4,24,   35.8,24, 1023.5,24, 1013.9,24,   7.4,24,   6.8,24,  11.1,  26.0,   46.2 ,  35.6 , 0.05G,999.9, 010000,
071560,99999, 20120308,   45.1,24,   31.8,24, 1031.7,24, 1022.1,24,  12.4,24,   5.7,24,   8.0,  20.0,   51.1 ,  39.9 , 0.18G,999.9, 000000,
071560,99999, 20120309,   48.0,24,   34.0,24, 1037.7,24, 1028.1,24,  11.4,24,   3.5,24,   6.0,  11.1,   55.9 ,  38.8 , 0.00G,999.9, 000000,
071560,99999, 20120310,   51.4,24,   42.3,24, 1037.4,24, 1027.9,24,  11.3,24,   4.5,24,   7.0,  12.0,   54.5 ,  48.0 , 0.00G,999.9, 000000,
071560,99999, 20120311,   51.2,24,   43.4,24, 1035.6,24, 1026.1,24,   7.8,24,   5.3,24,   8.9,  15.0,   55.6 ,  48.2 , 0.00G,999.9, 000000,
071560,99999, 20120312,   53.1,24,   42.5,24, 1033.2,24, 1023.8,24,   7.2,24,   5.1,24,   8.9,  14.0,   63.1 ,  44.1 , 0.00G,999.9, 000000,
071560,99999, 20120313,   51.2,24,   43.0,24, 1032.0,24, 1022.5,24,   2.7,24,   6.5,24,   8.9,  17.1,   60.4 ,  46.2 , 0.00G,999.9, 000000,
071560,99999, 20120314,   49.8,24,   39.8,24, 1029.9,24, 1020.4,24,   3.3,24,   4.2,24,   5.1,  12.0,   60.8 ,  41.0 , 0.00G,999.9, 000000,
071560,99999, 20120315,   56.3,24,   40.4,24, 1025.6,24, 1016.3,24,   4.5,24,   3.3,24,   6.0,  13.0,   71.6 ,  42.3 , 0.00G,999.9, 000000,
071560,99999, 20120316,   60.1,24,   42.8,24, 1020.5,24, 1011.3,24,   6.3,24,   4.5,24,   9.9,  17.1,   74.3 ,  46.8 , 0.00G,999.9, 000000,
071560,99999, 20120317,   51.4,22,   44.3,22, 1017.2,22, 1007.9,22,   4.3,22,   5.7,22,   8.0,  18.1,   67.6 ,  49.5 , 0.00G,999.9, 010000,
071560,99999, 20120318,   47.2,24,   39.4,24, 1017.9,24, 1008.5,24,  12.4,24,   5.2,24,   8.9,  15.9,   52.0 ,  45.5 , 0.03G,999.9, 010000,
071560,99999, 20120319,   46.2,24,   33.1,24, 1031.5,24, 1022.0,24,  10.6,24,   6.7,24,   9.9,  19.0,   52.9 ,  41.5 , 0.03G,999.9, 000000,
071560,99999, 20120320,   48.3,24,   30.7,24, 1036.0,24, 1026.4,24,  12.1,24,   3.8,24,   6.0,  12.0,   57.4 ,  39.4 , 0.00G,999.9, 000000,
071560,99999, 20120321,   53.5,24,   33.1,24, 1031.9,24, 1022.5,24,   9.7,24,   6.1,24,  11.1,  24.1,   64.2 ,  41.7 , 0.00G,999.9, 000000,
071560,99999, 20120322,   58.4,24,   36.2,24, 1026.7,24, 1017.4,24,   8.3,24,   3.5,24,   6.0,  11.1,   70.5 ,  48.7 , 0.00G,999.9, 000000,
071560,99999, 20120323,   60.3,24,   37.6,24, 1025.5,24, 1016.2,24,   6.5,24,   3.9,24,   7.0,  14.0,   72.0 ,  48.9 , 0.00G,999.9, 000000,
071560,99999, 20120324,   60.7,24,   40.5,24, 1025.8,24, 1016.6,24,   5.3,24,   4.4,24,   7.0,  13.0,   71.6 ,  50.2 , 0.00G,999.9, 000000,
071560,99999, 20120325,   60.7,24,   43.3,24, 1029.1,24, 1019.9,24,   5.1,24,   6.1,24,   8.9,  17.1,   72.5 ,  50.4 , 0.00G,999.9, 000000,
071560,99999, 20120326,   60.6,24,   34.6,24, 1031.8,24, 1022.5,24,  10.6,24,   6.7,24,   9.9,  21.0,   71.4 ,  49.5 , 0.00G,999.9, 000000,
071560,99999, 20120327,   60.1,24,   33.8,24, 1032.1,24, 1022.8,24,  11.7,24,   6.5,24,   9.9,  19.0,   70.9 ,  48.4 , 0.00G,999.9, 000000,
071560,99999, 20120328,   60.6,24,   41.0,24, 1029.3,24, 1020.0,24,   6.4,24,   5.9,24,   9.9,  17.1,   70.5 ,  50.7 , 0.00G,999.9, 000000,
071560,99999, 20120329,   59.2,24,   37.7,24, 1025.7,24, 1016.5,24,   6.1,24,   6.9,24,  11.1,  21.0,   69.8 ,  49.8 , 0.00G,999.9, 000000,
071560,99999, 20120330,   56.6,24,   40.3,24, 1022.7,24, 1013.4,24,   7.3,24,   5.8,24,   8.9,  17.1,   67.3 ,  48.2 , 0.00G,999.9, 000000,
071560,99999, 20120331,   49.3,24,   40.3,24, 1017.4,24, 1008.0,24,   6.2,24,   5.9,24,  13.0,  22.9,   62.1 ,  44.1 , 0.00G,999.9, 000000,
071560,99999, 20120401,   47.0,24,   27.1,24, 1018.0,24, 1008.6,24,  12.0,24,   7.6,24,  11.1,  20.0,   56.8 ,  38.1 , 0.00G,999.9, 000000,
071560,99999, 20120402,   52.3,24,   29.9,24, 1009.5,24, 1000.2,24,  12.0,24,   3.7,24,   7.0,  14.0,   63.9 ,  40.3 , 0.00G,999.9, 000000,
071560,99999, 20120403,   54.5,24,   34.3,24, 1003.0,24,  993.9,24,  10.9,24,   3.3,24,   8.0,  17.1,   66.6 ,  45.1 , 0.00G,999.9, 010000,
071560,99999, 20120404,   50.9,24,   37.6,24, 1007.8,24,  998.5,24,  11.1,24,   3.4,24,   5.1,  15.0,   57.6 ,  44.2 , 0.00G,999.9, 010000,
071560,99999, 20120405,   48.1,24,   39.8,24, 1013.6,24, 1004.3,24,   3.6,24,   7.8,24,  13.0,  22.9,   53.6 ,  44.6 , 0.01G,999.9, 000000,
071560,99999, 20120406,   49.3,24,   35.2,24, 1012.5,24, 1003.2,24,   5.0,24,   7.5,24,   8.9,  19.0,   58.5 ,  43.2 , 0.00G,999.9, 000000,
071560,99999, 20120407,   48.0,24,   31.4,24, 1010.6,24, 1001.3,24,  11.4,24,   6.9,24,  12.0,  22.9,   57.2 ,  42.4*, 0.00G,999.9, 000000,
071560,99999, 20120408,   46.1,24,   30.3,24, 1015.9,24, 1006.5,24,  12.2,24,   4.9,24,   9.9,  19.0,   52.5 ,  37.9 , 0.00G,999.9, 000000,
071560,99999, 20120409,   51.5,24,   44.1,24, 1005.1,24,  995.8,24,  12.0,24,   7.8,24,  12.0,  24.1,   55.2 ,  48.4 , 0.01G,999.9, 010000,
071560,99999, 20120410,   49.4,24,   42.2,24,  995.7,24,  986.5,24,  11.8,24,   7.3,24,  12.0,  27.0,   53.6 ,  43.2*, 0.16G,999.9, 010000,
071560,99999, 20120411,   47.1,24,   37.9,24, 1000.6,24,  991.3,24,  12.0,24,   5.9,24,   9.9,  19.0,   55.8 ,  37.9 , 0.18G,999.9, 010000,
071560,99999, 20120412,   49.4,24,   37.7,24, 1003.9,24,  994.6,24,  12.4,24,   4.3,24,  12.0,  22.0,   58.1 ,  42.3 , 0.03G,999.9, 010000,
071560,99999, 20120413,   50.3,24,   35.9,24, 1005.0,24,  995.7,24,  12.3,24,   3.3,24,   7.0,  14.0,   59.7 ,  41.0 , 0.00G,999.9, 000000,
071560,99999, 20120414,   50.8,24,   37.1,24, 1004.1,24,  994.9,24,  11.4,24,   6.9,24,  13.0,  26.0,   59.7 ,  45.0*, 0.01G,999.9, 000000,
071560,99999, 20120415,   45.3,24,   32.3,24, 1013.6,24, 1004.2,24,  12.0,24,  13.3,24,  16.9,  33.0,   51.4 ,  41.0*, 0.00G,999.9, 000000,
071560,99999, 20120416,   44.8,24,   26.8,24, 1022.7,24, 1013.2,24,  12.4,24,   8.5,24,  13.0,  26.0,   52.5 ,  37.9 , 0.00G,999.9, 000000,
071560,99999, 20120417,   43.4,24,   34.9,24, 1009.5,24, 1000.1,24,   9.9,24,   6.7,24,  12.0,  34.0,   49.3 ,  36.9 , 0.00G,999.9, 010000,
071560,99999, 20120418,   45.9,24,   39.9,24,  991.8,24,  982.6,24,  11.2,24,   9.2,24,  14.0,  32.1,   51.8 ,  41.5 , 0.24G,999.9, 010000,
071560,99999, 20120419,   48.5,24,   38.0,24,  990.8,24,  981.6,24,  12.4,24,   6.1,24,   8.9,  28.9,   58.3 ,  40.8 , 0.31G,999.9, 000000,
071560,99999, 20120420,   49.8,24,   38.9,24,  997.5,24,  988.3,24,  12.0,24,   6.0,24,  12.0,  24.1,   59.2 ,  42.4 , 0.01G,999.9, 010000,
071560,99999, 20120421,   48.6,24,   38.4,24, 1001.5,24,  992.2,24,  12.2,24,   7.6,24,  11.1,  33.0,   55.9 ,  43.2 , 0.12G,999.9, 000000,
071560,99999, 20120422,   48.0,24,   37.9,24, 1008.2,24,  998.9,24,  12.2,24,   7.1,24,  11.1,  31.1,   54.7 ,  41.4 , 0.02G,999.9, 010000,
071560,99999, 20120423,   46.3,24,   39.9,24,  998.5,24,  989.3,24,  11.5,24,   8.5,24,  16.9,  35.9,   53.6 ,  41.4 , 0.07G,999.9, 010000,
071560,99999, 20120424,   48.6,24,   40.5,24,  997.8,24,  988.6,24,  11.1,24,   5.9,24,   9.9,  28.0,   55.2 ,  44.2 , 0.46G,999.9, 010000,
071560,99999, 20120425,   49.1,22,   42.2,22,  996.8,22,  987.6,22,  11.7,22,   9.8,22,  14.0,  32.1,   56.5 ,  44.4 , 0.09G,999.9, 010000,
071560,99999, 20120426,   54.3,24,   43.8,24, 1003.7,24,  994.6,24,  12.2,24,   9.8,24,  14.0,  28.9,   63.0 ,  49.1 , 0.17G,999.9, 010000,
071560,99999, 20120427,   53.5,24,   43.4,24, 1014.0,24, 1004.8,24,  12.4,24,   5.7,24,   8.9,  19.0,   57.9 ,  49.5 , 0.06G,999.9, 010000,
071560,99999, 20120428,   54.0,24,   50.5,24, 1007.7,24,  998.5,24,   4.5,24,   5.0,24,   9.9,  20.0,   57.0*,  51.3 , 0.07G,999.9, 010000,
071560,99999, 20120429,   58.7,24,   46.0,24, 1004.5,24,  995.4,24,  11.5,24,  10.4,24,  15.9,  36.9,   67.6 ,  50.4*, 0.19G,999.9, 010000,
071560,99999, 20120430,   57.5,24,   45.7,24, 1012.0,24, 1002.8,24,  11.7,24,   4.7,24,   9.9,  29.9,   68.9 ,  47.7 , 0.19G,999.9, 010000,
071560,99999, 20120501,   58.3,24,   42.8,24, 1016.6,24, 1007.4,24,  12.4,24,   3.8,24,   7.0,  13.0,   67.5 ,  50.4 , 0.09G,999.9, 000000,
071560,99999, 20120502,   53.7,24,   46.0,24, 1017.2,24, 1007.9,24,  10.0,24,   5.7,24,   8.0,  15.9,   65.5 ,  50.9*, 0.00G,999.9, 010000,
071560,99999, 20120503,   58.0,24,   45.1,24, 1011.5,24, 1002.3,24,   8.1,24,   3.2,24,   8.0,  15.9,   68.7 ,  50.0 , 0.13G,999.9, 010000,
071560,99999, 20120504,   58.5,23,   50.2,23, 1004.7,23,  995.5,23,  12.3,23,   3.8,23,   9.9,  12.0,   69.3 ,  52.2 , 0.00G,999.9, 010000,
071560,99999, 20120505,   54.9,23,   47.5,23, 1005.0,23,  995.8,23,   9.4,23,   5.2,23,   8.9,  15.9,   63.5 ,  49.6*, 0.09G,999.9, 010000,
071560,99999, 20120506,   51.5,24,   44.3,24, 1010.9,24, 1001.5,24,   8.3,24,   4.8,24,   7.0,  11.1,   57.7 ,  48.2 , 0.94G,999.9, 010000,
071560,99999, 20120507,   55.7,23,   43.9,23, 1016.4,23, 1007.1,23,   9.2,23,   4.5,23,   7.0,  17.1,   64.6*,  45.9 , 0.00G,999.9, 000000,
071560,99999, 20120508,   60.7,24,   50.8,24, 1010.5,24, 1001.3,24,  12.4,24,   6.8,24,   9.9,  20.0,   66.4 ,  53.1 , 0.00G,999.9, 000000,
071560,99999, 20120509,   64.1,23,   54.9,23, 1013.8,23, 1004.6,23,  11.4,23,   6.7,23,   9.9,  21.0,   72.1 ,  58.3 , 0.03G,999.9, 010000,
071560,99999, 20120510,   72.1,24,   57.0,24, 1016.2,24, 1007.1,24,  12.3,24,   7.7,24,  12.0,  25.1,   83.7 ,  59.5 , 0.01G,999.9, 000000,
071560,99999, 20120511,   62.5,24,   51.5,24, 1023.8,24, 1014.5,24,  12.0,24,   6.2,24,  11.1,  20.0,   78.3 ,  54.0*, 0.00G,999.9, 010000,
071560,99999, 20120512,   55.3,24,   38.5,24, 1034.3,24, 1024.8,24,  12.4,24,   8.5,24,  12.0,  24.1,   62.6 ,  49.5*, 0.10G,999.9, 000000,
071560,99999, 20120513,   53.0,24,   34.0,24, 1030.4,24, 1020.9,24,  12.4,24,   5.6,24,   8.9,  20.0,   62.4 ,  42.8 , 0.00G,999.9, 000000,
071560,99999, 20120514,   58.1,24,   35.4,24, 1018.9,24, 1009.5,24,  12.2,24,   4.5,24,  11.1,  24.1,   69.3 ,  45.9 , 0.00G,999.9, 000000,
071560,99999, 20120515,   49.5,24,   38.7,24, 1016.7,24, 1007.2,24,  12.1,24,   8.3,24,  14.0,  32.1,   64.9 ,  43.9 , 0.00G,999.9, 010000,
071560,99999, 20120516,   51.5,24,   33.2,24, 1025.9,24, 1016.4,24,  12.4,24,   5.4,24,   8.9,  17.1,   60.8 ,  44.4 , 0.23G,999.9, 000000,
071560,99999, 20120517,   55.0,24,   35.5,24, 1016.1,24, 1006.7,24,  12.4,24,   5.9,24,   9.9,  25.1,   62.2 ,  44.1 , 0.00G,999.9, 000000,
071560,99999, 20120518,   58.7,24,   46.5,24, 1007.3,24,  998.1,24,  12.2,24,   6.7,24,  11.1,  28.0,   66.6 ,  50.2 , 0.00G,999.9, 000000,
071560,99999, 20120519,   59.0,24,   50.0,24, 1009.2,24, 1000.0,24,  11.7,24,   3.9,24,   7.0,  13.0,   67.5 ,  49.1 , 0.00G,999.9, 010000,
071560,99999, 20120520,   61.7,24,   53.6,24, 1005.0,24,  995.9,24,   8.4,24,   4.3,24,   7.0,  15.0,   72.9 ,  53.2 , 0.17G,999.9, 010000,
071560,99999, 20120521,   54.9,24,   52.5,24, 1004.5,24,  995.3,24,   2.9,24,   9.1,24,  13.0,  27.0,   71.1 ,  53.1 , 0.13G,999.9, 010000,
071560,99999, 20120522,   60.8,24,   54.0,24, 1012.1,24, 1002.9,24,   4.6,24,   9.8,24,  13.0,  25.1,   67.8 ,  54.3 , 0.02G,999.9, 000000,
071560,99999, 20120523,   65.4,24,   56.2,24, 1022.2,24, 1012.9,24,   7.7,24,   5.0,24,   8.9,  15.9,   78.3 ,  55.2 , 0.00G,999.9, 000000,
